År;DagMånad;Totalt;M Tot;M 0-64 år;M 65-79 år;M 80-89 år;M 90+ år;K Tot;K 0-64 år;K 65-79 år;K 80-89 år;K 90+ år;-;Sort;Dag;Månad;Ar;;;;;-;Sort;Dag;Månad
2020;7 maj;328;173;24;64;61;24;155;12;46;49;48;;0507;7;maj;2020;;;;;;903;3;september
2020;6 maj;325;163;16;53;64;30;162;8;44;58;52;;0506;6;maj;2020;;;;;;904;4;september
2020;5 maj;309;189;21;62;74;32;120;4;37;40;39;;0505;5;maj;2020;;;;;;905;5;september
2020;4 maj;331;145;19;46;56;24;186;6;35;84;61;;0504;4;maj;2020;;;;;;906;6;september
2020;3 maj;306;152;23;54;46;29;154;10;27;61;56;;0503;3;maj;2020;;;;;;907;7;september
2020;2 maj;296;151;14;48;63;26;145;12;37;55;41;;0502;2;maj;2020;;;;;;908;8;september
2020;1 maj;360;178;23;60;61;34;182;15;43;74;50;;0501;1;maj;2020;;;;;;909;9;september
2020;30 april;319;166;18;54;61;33;153;7;29;70;47;;0430;30;april;2020;;;;;;910;10;september
2020;29 april;322;165;19;53;62;31;157;12;23;59;63;;0429;29;april;2020;;;;;;911;11;september
2020;28 april;336;177;25;67;61;24;159;14;34;69;42;;0428;28;april;2020;;;;;;912;12;september
2020;27 april;300;156;18;43;66;29;144;10;38;47;49;;0427;27;april;2020;;;;;;913;13;september
2020;26 april;325;160;15;62;53;30;165;6;49;55;55;;0426;26;april;2020;;;;;;914;14;september
2020;25 april;331;166;17;48;72;29;165;9;37;59;60;;0425;25;april;2020;;;;;;915;15;september
2020;24 april;312;153;17;61;54;21;159;6;41;58;54;;0424;24;april;2020;;;;;;916;16;september
2020;23 april;326;162;14;51;66;31;164;9;41;57;57;;0423;23;april;2020;;;;;;917;17;september
2020;22 april;332;166;25;61;53;27;166;8;45;63;50;;0422;22;april;2020;;;;;;918;18;september
2020;21 april;332;147;12;42;61;32;185;8;49;78;50;;0421;21;april;2020;;;;;;919;19;september
2020;20 april;310;156;25;53;53;25;154;7;32;56;59;;0420;20;april;2020;;;;;;920;20;september
2020;19 april;326;163;14;55;53;41;163;13;34;64;52;;0419;19;april;2020;;;;;;921;21;september
2020;18 april;338;163;22;59;54;28;175;10;45;66;54;;0418;18;april;2020;;;;;;922;22;september
2020;17 april;358;197;24;66;79;28;161;12;33;61;55;;0417;17;april;2020;;;;;;923;23;september
2020;16 april;398;203;27;55;85;36;195;9;39;77;70;;0416;16;april;2020;;;;;;924;24;september
2020;15 april;398;196;16;76;74;30;202;13;36;74;79;;0415;15;april;2020;;;;;;925;25;september
2020;14 april;353;169;28;51;61;29;184;9;41;69;65;;0414;14;april;2020;;;;;;926;26;september
2020;13 april;354;182;24;52;72;34;172;13;37;72;50;;0413;13;april;2020;;;;;;927;27;september
2020;12 april;357;180;23;62;69;26;177;14;35;62;66;;0412;12;april;2020;;;;;;928;28;september
2020;11 april;366;188;13;65;69;41;178;16;44;58;60;;0411;11;april;2020;;;;;;929;29;september
2020;10 april;376;195;27;65;74;29;181;12;33;63;73;;0410;10;april;2020;;;;;;930;30;september
2020;9 april;364;176;16;57;69;34;188;11;42;70;65;;0409;9;april;2020;;;;;;1001;1;oktober
2020;8 april;393;218;32;66;81;39;175;10;45;72;48;;0408;8;april;2020;;;;;;1002;2;oktober
2020;7 april;344;158;16;55;53;34;186;12;42;71;61;;0407;7;april;2020;;;;;;1003;3;oktober
2020;6 april;369;197;25;72;69;31;172;15;43;62;52;;0406;6;april;2020;;;;;;1004;4;oktober
2020;5 april;361;192;20;70;63;39;169;7;44;62;56;;0405;5;april;2020;;;;;;1005;5;oktober
2020;4 april;314;150;18;35;63;34;164;11;37;61;55;;0404;4;april;2020;;;;;;1006;6;oktober
2020;3 april;364;186;21;68;66;31;178;11;49;56;62;;0403;3;april;2020;;;;;;1007;7;oktober
2020;2 april;369;188;25;63;62;38;181;14;40;73;54;;0402;2;april;2020;;;;;;1008;8;oktober
2020;1 april;328;177;24;61;60;32;151;11;42;53;45;;0401;1;april;2020;;;;;;1009;9;oktober
2020;31 mars;309;157;12;58;53;34;152;7;42;56;47;;0331;31;mars;2020;;;;;;1010;10;oktober
2020;30 mars;338;170;21;61;68;20;168;19;38;52;59;;0330;30;mars;2020;;;;;;1011;11;oktober
2020;29 mars;301;150;22;51;54;23;151;14;34;54;49;;0329;29;mars;2020;;;;;;1012;12;oktober
2020;28 mars;268;134;14;43;52;25;134;15;34;37;48;;0328;28;mars;2020;;;;;;1013;13;oktober
2020;27 mars;294;140;18;42;56;24;154;12;41;51;50;;0327;27;mars;2020;;;;;;1014;14;oktober
2020;26 mars;304;146;17;49;50;30;158;10;40;59;49;;0326;26;mars;2020;;;;;;1015;15;oktober
2020;25 mars;294;157;17;57;61;22;137;15;43;45;34;;0325;25;mars;2020;;;;;;1016;16;oktober
2020;24 mars;281;149;21;50;50;28;132;5;27;43;57;;0324;24;mars;2020;;;;;;1017;17;oktober
2020;23 mars;298;155;15;57;62;21;143;10;26;63;44;;0323;23;mars;2020;;;;;;1018;18;oktober
2020;22 mars;271;140;17;48;50;25;131;9;33;47;42;;0322;22;mars;2020;;;;;;1019;19;oktober
2020;21 mars;264;135;15;56;45;19;129;11;30;51;37;;0321;21;mars;2020;;;;;;1020;20;oktober
2020;20 mars;279;141;12;44;59;26;138;10;40;47;41;;0320;20;mars;2020;;;;;;1021;21;oktober
2020;19 mars;235;128;19;40;43;26;107;8;25;45;29;;0319;19;mars;2020;;;;;;1022;22;oktober
2020;18 mars;257;128;13;39;55;21;129;9;23;50;47;;0318;18;mars;2020;;;;;;1023;23;oktober
2020;17 mars;266;142;27;39;52;24;124;10;26;47;41;;0317;17;mars;2020;;;;;;1024;24;oktober
2020;16 mars;293;144;9;44;60;31;149;12;33;58;46;;0316;16;mars;2020;;;;;;1025;25;oktober
2020;15 mars;244;109;9;39;33;28;135;14;30;50;41;;0315;15;mars;2020;;;;;;1026;26;oktober
2020;14 mars;246;107;19;31;46;11;139;10;33;46;50;;0314;14;mars;2020;;;;;;1027;27;oktober
2020;13 mars;243;126;25;28;43;30;117;9;29;42;37;;0313;13;mars;2020;;;;;;1028;28;oktober
2020;12 mars;258;119;18;42;42;17;139;13;34;42;50;;0312;12;mars;2020;;;;;;1029;29;oktober
2020;11 mars;234;113;15;39;37;22;121;8;26;41;46;;0311;11;mars;2020;;;;;;1030;30;oktober
2020;10 mars;257;116;17;45;38;16;141;13;35;49;44;;0310;10;mars;2020;;;;;;1031;31;oktober
2020;9 mars;248;127;12;42;56;17;121;7;21;49;44;;0309;9;mars;2020;;;;;;1101;1;november
2020;8 mars;240;103;12;39;36;16;137;12;41;43;41;;0308;8;mars;2020;;;;;;1102;2;november
2020;7 mars;266;142;11;47;60;24;124;16;32;34;42;;0307;7;mars;2020;;;;;;1103;3;november
2020;6 mars;251;117;17;42;34;24;134;8;33;48;45;;0306;6;mars;2020;;;;;;1104;4;november
2020;5 mars;281;146;20;47;65;14;135;14;38;36;47;;0305;5;mars;2020;;;;;;1105;5;november
2020;4 mars;289;144;12;44;52;36;145;17;35;55;38;;0304;4;mars;2020;;;;;;1106;6;november
2020;3 mars;261;125;18;51;36;20;136;10;35;45;46;;0303;3;mars;2020;;;;;;1107;7;november
2020;2 mars;238;103;12;32;35;24;135;11;31;47;46;;0302;2;mars;2020;;;;;;1108;8;november
2020;1 mars;263;132;12;54;46;20;131;11;21;41;58;;0301;1;mars;2020;;;;;;1109;9;november
2020;29 februari;244;115;11;44;36;24;129;9;40;36;44;;0229;29;februari;2020;;;;;;1110;10;november
2020;28 februari;232;126;16;44;37;29;106;7;16;49;34;;0228;28;februari;2020;;;;;;1111;11;november
2020;27 februari;255;128;23;37;48;20;127;10;34;48;35;;0227;27;februari;2020;;;;;;1112;12;november
2020;26 februari;258;119;12;41;41;25;139;16;40;40;43;;0226;26;februari;2020;;;;;;1113;13;november
2020;25 februari;262;117;15;40;46;16;145;15;42;46;42;;0225;25;februari;2020;;;;;;1114;14;november
2020;24 februari;264;134;20;33;55;26;130;10;28;49;43;;0224;24;februari;2020;;;;;;1115;15;november
2020;23 februari;242;122;9;46;46;21;120;13;33;36;38;;0223;23;februari;2020;;;;;;1116;16;november
2020;22 februari;260;144;15;49;59;21;116;11;18;43;44;;0222;22;februari;2020;;;;;;1117;17;november
2020;21 februari;227;116;16;35;47;18;111;11;19;49;32;;0221;21;februari;2020;;;;;;1118;18;november
2020;20 februari;256;121;15;46;35;25;135;9;38;48;40;;0220;20;februari;2020;;;;;;1119;19;november
2020;19 februari;264;148;16;50;55;27;116;6;30;31;49;;0219;19;februari;2020;;;;;;1120;20;november
2020;18 februari;259;125;21;39;43;22;134;10;34;59;31;;0218;18;februari;2020;;;;;;1121;21;november
2020;17 februari;269;124;19;41;45;19;145;10;31;56;48;;0217;17;februari;2020;;;;;;1122;22;november
2020;16 februari;253;117;19;38;43;17;136;16;29;58;33;;0216;16;februari;2020;;;;;;1123;23;november
2020;15 februari;258;119;14;39;44;22;139;14;37;39;49;;0215;15;februari;2020;;;;;;1124;24;november
2020;14 februari;266;120;12;43;42;23;146;21;34;49;42;;0214;14;februari;2020;;;;;;1125;25;november
2020;13 februari;246;125;14;37;53;21;121;10;33;33;45;;0213;13;februari;2020;;;;;;1126;26;november
2020;12 februari;273;140;15;32;61;32;133;7;32;52;42;;0212;12;februari;2020;;;;;;1127;27;november
2020;11 februari;256;126;12;45;42;27;130;5;37;41;47;;0211;11;februari;2020;;;;;;1128;28;november
2020;10 februari;273;145;10;48;54;33;128;10;25;50;43;;0210;10;februari;2020;;;;;;1129;29;november
2020;9 februari;258;131;20;44;50;17;127;9;34;47;37;;0209;9;februari;2020;;;;;;1130;30;november
2020;8 februari;245;123;19;44;36;24;122;10;28;33;51;;0208;8;februari;2020;;;;;;1201;1;december
2020;7 februari;242;130;18;45;47;20;112;13;23;39;37;;0207;7;februari;2020;;;;;;1202;2;december
2020;6 februari;258;115;13;44;35;23;143;15;34;47;47;;0206;6;februari;2020;;;;;;1203;3;december
2020;5 februari;242;101;16;33;36;16;141;14;31;47;49;;0205;5;februari;2020;;;;;;1204;4;december
2020;4 februari;242;121;13;36;46;26;121;9;35;46;31;;0204;4;februari;2020;;;;;;1205;5;december
2020;3 februari;241;121;15;40;46;20;120;8;17;39;56;;0203;3;februari;2020;;;;;;1206;6;december
2020;2 februari;245;117;8;42;43;24;128;9;27;45;47;;0202;2;februari;2020;;;;;;1207;7;december
2020;1 februari;276;143;13;48;59;23;133;9;35;51;38;;0201;1;februari;2020;;;;;;1208;8;december
2020;31 januari;247;110;10;30;43;27;137;11;38;47;41;;0131;31;januari;2020;;;;;;1209;9;december
2020;30 januari;269;144;18;47;48;31;125;4;36;37;48;;0130;30;januari;2020;;;;;;1210;10;december
2020;29 januari;274;127;19;42;46;20;147;14;37;38;58;;0129;29;januari;2020;;;;;;1211;11;december
2020;28 januari;276;140;19;41;55;25;136;10;31;56;39;;0128;28;januari;2020;;;;;;1212;12;december
2020;27 januari;260;133;24;43;42;24;127;11;38;34;44;;0127;27;januari;2020;;;;;;1213;13;december
2020;26 januari;253;110;12;42;38;18;143;7;39;53;44;;0126;26;januari;2020;;;;;;1214;14;december
2020;25 januari;254;128;19;46;42;21;126;11;33;46;36;;0125;25;januari;2020;;;;;;1215;15;december
2020;24 januari;251;114;6;44;40;24;137;20;25;52;40;;0124;24;januari;2020;;;;;;1216;16;december
2020;23 januari;236;109;15;35;35;24;127;14;28;48;37;;0123;23;januari;2020;;;;;;1217;17;december
2020;22 januari;266;154;20;49;56;29;112;12;22;35;43;;0122;22;januari;2020;;;;;;1218;18;december
2020;21 januari;241;126;11;49;49;17;115;7;23;46;39;;0121;21;januari;2020;;;;;;1219;19;december
2020;20 januari;231;130;20;54;31;25;101;7;24;45;25;;0120;20;januari;2020;;;;;;1220;20;december
2020;19 januari;265;127;12;43;50;22;138;9;39;54;36;;0119;19;januari;2020;;;;;;1221;21;december
2020;18 januari;303;158;21;45;55;37;145;16;30;48;51;;0118;18;januari;2020;;;;;;1222;22;december
2020;17 januari;244;110;13;45;35;17;134;9;35;42;48;;0117;17;januari;2020;;;;;;1223;23;december
2020;16 januari;254;126;17;38;47;24;128;7;33;51;37;;0116;16;januari;2020;;;;;;1224;24;december
2020;15 januari;254;131;15;48;40;28;123;7;32;45;39;;0115;15;januari;2020;;;;;;1225;25;december
2020;14 januari;267;120;9;24;59;28;147;11;39;51;46;;0114;14;januari;2020;;;;;;1226;26;december
2020;13 januari;241;124;19;45;41;19;117;10;22;37;48;;0113;13;januari;2020;;;;;;1227;27;december
2020;12 januari;274;129;20;36;39;34;145;16;34;47;48;;0112;12;januari;2020;;;;;;1228;28;december
2020;11 januari;263;124;15;42;46;21;139;12;29;56;42;;0111;11;januari;2020;;;;;;1229;29;december
2020;10 januari;253;135;19;41;59;16;118;10;21;45;42;;0110;10;januari;2020;;;;;;1230;30;december
2020;9 januari;277;147;18;47;54;28;130;9;28;49;44;;0109;9;januari;2020;;;;;;1231;31;december
2020;8 januari;291;143;25;44;49;25;148;14;33;50;51;;0108;8;januari;2020;;;;;;9999;Okänd dödsdag;
2020;7 januari;246;122;16;43;36;27;124;9;27;49;39;;0107;7;januari;2020;;;;;;;;
2020;6 januari;285;147;12;41;58;36;138;6;37;43;52;;0106;6;januari;2020;;;;;;;;
2020;5 januari;265;118;10;41;49;18;147;9;38;46;54;;0105;5;januari;2020;;;;;;;;
2020;4 januari;274;115;14;37;43;21;159;15;42;45;57;;0104;4;januari;2020;;;;;;;;
2020;3 januari;256;111;13;26;49;23;145;2;35;47;61;;0103;3;januari;2020;;;;;;;;
2020;2 januari;302;134;20;49;36;29;168;13;48;52;55;;0102;2;januari;2020;;;;;;;;
2020;1 januari;254;117;14;40;47;16;137;16;30;50;41;;0101;1;januari;2020;;;;;;;;
2019;31 december;246;126;22;43;39;22;120;12;32;41;35;;1231;31;december;2019;;;;;;;;
2019;30 december;226;116;15;39;41;21;110;12;31;29;38;;1230;30;december;2019;;;;;;;;
2019;29 december;244;133;11;50;52;20;111;7;23;44;37;;1229;29;december;2019;;;;;;;;
2019;28 december;215;106;15;50;23;18;109;10;20;43;36;;1228;28;december;2019;;;;;;;;
2019;27 december;238;119;15;39;42;23;119;9;25;40;45;;1227;27;december;2019;;;;;;;;
2019;26 december;266;136;18;51;53;14;130;7;28;43;52;;1226;26;december;2019;;;;;;;;
2019;25 december;247;131;16;46;51;18;116;7;19;44;46;;1225;25;december;2019;;;;;;;;
2019;24 december;257;120;9;41;54;16;137;10;35;54;38;;1224;24;december;2019;;;;;;;;
2019;23 december;251;116;17;51;34;14;135;13;36;43;43;;1223;23;december;2019;;;;;;;;
2019;22 december;254;118;8;47;41;22;136;10;18;53;55;;1222;22;december;2019;;;;;;;;
2019;21 december;296;138;21;50;47;20;158;14;35;61;48;;1221;21;december;2019;;;;;;;;
2019;20 december;279;144;12;49;53;30;135;8;40;45;42;;1220;20;december;2019;;;;;;;;
2019;19 december;264;127;16;44;41;26;137;7;39;44;47;;1219;19;december;2019;;;;;;;;
2019;18 december;266;140;18;50;46;26;126;10;24;53;39;;1218;18;december;2019;;;;;;;;
2019;17 december;219;105;15;35;38;17;114;8;24;45;37;;1217;17;december;2019;;;;;;;;
2019;16 december;248;127;19;30;58;20;121;9;26;50;36;;1216;16;december;2019;;;;;;;;
2019;15 december;209;99;7;36;39;17;110;8;29;36;37;;1215;15;december;2019;;;;;;;;
2019;14 december;248;119;11;35;51;22;129;10;27;48;44;;1214;14;december;2019;;;;;;;;
2019;13 december;238;131;15;43;47;26;107;9;25;32;41;;1213;13;december;2019;;;;;;;;
2019;12 december;284;130;13;45;41;31;154;11;38;60;45;;1212;12;december;2019;;;;;;;;
2019;11 december;256;117;17;43;43;14;139;9;25;52;53;;1211;11;december;2019;;;;;;;;
2019;10 december;227;112;10;31;47;24;115;13;27;45;30;;1210;10;december;2019;;;;;;;;
2019;9 december;257;106;13;31;41;21;151;14;34;57;46;;1209;9;december;2019;;;;;;;;
2019;8 december;231;120;18;35;44;23;111;11;28;26;46;;1208;8;december;2019;;;;;;;;
2019;7 december;243;112;18;30;42;22;131;15;28;47;41;;1207;7;december;2019;;;;;;;;
2019;6 december;235;108;16;29;40;23;127;11;34;37;45;;1206;6;december;2019;;;;;;;;
2019;5 december;273;133;18;37;44;34;140;16;27;49;48;;1205;5;december;2019;;;;;;;;
2019;4 december;268;128;14;40;50;24;140;17;36;40;47;;1204;4;december;2019;;;;;;;;
2019;3 december;246;124;12;46;41;25;122;16;34;34;38;;1203;3;december;2019;;;;;;;;
2019;2 december;235;126;18;46;47;15;109;8;28;34;39;;1202;2;december;2019;;;;;;;;
2019;1 december;239;107;12;30;41;24;132;12;23;57;40;;1201;1;december;2019;;;;;;;;
2019;30 november;218;104;15;31;35;23;114;11;24;37;42;;1130;30;november;2019;;;;;;;;
2019;29 november;252;134;25;37;51;21;118;4;25;48;41;;1129;29;november;2019;;;;;;;;
2019;28 november;243;128;20;39;48;21;115;7;34;39;35;;1128;28;november;2019;;;;;;;;
2019;27 november;245;124;16;43;47;18;121;15;24;35;47;;1127;27;november;2019;;;;;;;;
2019;26 november;250;123;14;45;39;25;127;8;28;44;47;;1126;26;november;2019;;;;;;;;
2019;25 november;241;119;13;48;34;24;122;6;25;49;42;;1125;25;november;2019;;;;;;;;
2019;24 november;224;101;10;35;38;18;123;10;23;41;49;;1124;24;november;2019;;;;;;;;
2019;23 november;264;132;21;42;44;25;132;11;32;43;46;;1123;23;november;2019;;;;;;;;
2019;22 november;264;130;18;36;48;28;134;6;34;56;38;;1122;22;november;2019;;;;;;;;
2019;21 november;213;105;16;34;31;24;108;4;30;38;36;;1121;21;november;2019;;;;;;;;
2019;20 november;263;136;15;50;37;34;127;13;41;35;38;;1120;20;november;2019;;;;;;;;
2019;19 november;238;100;14;30;34;22;138;12;33;53;40;;1119;19;november;2019;;;;;;;;
2019;18 november;246;129;24;46;33;26;117;9;29;45;34;;1118;18;november;2019;;;;;;;;
2019;17 november;227;104;14;33;41;16;123;9;33;50;31;;1117;17;november;2019;;;;;;;;
2019;16 november;214;109;9;39;43;18;105;9;30;36;30;;1116;16;november;2019;;;;;;;;
2019;15 november;251;129;14;46;46;23;122;10;42;43;27;;1115;15;november;2019;;;;;;;;
2019;14 november;248;125;15;46;37;27;123;10;28;42;43;;1114;14;november;2019;;;;;;;;
2019;13 november;249;102;7;32;42;21;147;12;30;50;55;;1113;13;november;2019;;;;;;;;
2019;12 november;247;99;16;26;36;21;148;12;29;57;50;;1112;12;november;2019;;;;;;;;
2019;11 november;238;109;16;37;37;19;129;13;28;48;40;;1111;11;november;2019;;;;;;;;
2019;10 november;236;109;13;40;38;18;127;15;41;37;34;;1110;10;november;2019;;;;;;;;
2019;9 november;245;107;14;37;37;19;138;11;35;51;41;;1109;9;november;2019;;;;;;;;
2019;8 november;273;130;17;44;53;16;143;10;36;56;41;;1108;8;november;2019;;;;;;;;
2019;7 november;241;121;12;38;51;20;120;9;32;42;37;;1107;7;november;2019;;;;;;;;
2019;6 november;234;114;16;40;41;17;120;11;28;39;42;;1106;6;november;2019;;;;;;;;
2019;5 november;234;118;18;41;47;12;116;16;21;40;39;;1105;5;november;2019;;;;;;;;
2019;4 november;235;126;11;34;59;22;109;4;24;46;35;;1104;4;november;2019;;;;;;;;
2019;3 november;243;119;14;35;47;23;124;18;19;45;42;;1103;3;november;2019;;;;;;;;
2019;2 november;236;105;15;35;33;22;131;17;33;39;42;;1102;2;november;2019;;;;;;;;
2019;1 november;221;112;11;25;47;29;109;14;21;46;28;;1101;1;november;2019;;;;;;;;
2019;31 oktober;240;115;13;40;47;15;125;8;38;40;39;;1031;31;oktober;2019;;;;;;;;
2019;30 oktober;227;121;13;41;38;29;106;12;24;37;33;;1030;30;oktober;2019;;;;;;;;
2019;29 oktober;224;128;13;45;38;32;96;12;23;32;29;;1029;29;oktober;2019;;;;;;;;
2019;28 oktober;247;126;14;50;45;17;121;14;32;42;33;;1028;28;oktober;2019;;;;;;;;
2019;27 oktober;243;124;15;52;42;15;119;13;36;34;36;;1027;27;oktober;2019;;;;;;;;
2019;26 oktober;243;134;9;56;52;17;109;14;22;37;36;;1026;26;oktober;2019;;;;;;;;
2019;25 oktober;240;122;13;44;45;20;118;14;30;37;37;;1025;25;oktober;2019;;;;;;;;
2019;24 oktober;250;137;17;43;47;30;113;12;19;38;44;;1024;24;oktober;2019;;;;;;;;
2019;23 oktober;249;111;15;39;33;24;138;11;36;52;39;;1023;23;oktober;2019;;;;;;;;
2019;22 oktober;282;131;22;35;52;22;151;15;34;40;62;;1022;22;oktober;2019;;;;;;;;
2019;21 oktober;217;114;13;47;35;19;103;13;21;37;32;;1021;21;oktober;2019;;;;;;;;
2019;20 oktober;226;117;17;30;46;24;109;7;19;43;40;;1020;20;oktober;2019;;;;;;;;
2019;19 oktober;233;114;12;41;36;25;119;5;32;38;44;;1019;19;oktober;2019;;;;;;;;
2019;18 oktober;214;106;10;35;35;26;108;7;34;37;30;;1018;18;oktober;2019;;;;;;;;
2019;17 oktober;239;106;9;36;35;26;133;10;27;42;54;;1017;17;oktober;2019;;;;;;;;
2019;16 oktober;260;129;19;35;56;19;131;12;39;45;35;;1016;16;oktober;2019;;;;;;;;
2019;15 oktober;218;97;7;41;34;15;121;12;34;42;33;;1015;15;oktober;2019;;;;;;;;
2019;14 oktober;232;124;15;45;37;27;108;11;23;37;37;;1014;14;oktober;2019;;;;;;;;
2019;13 oktober;205;99;12;40;29;18;106;2;40;33;31;;1013;13;oktober;2019;;;;;;;;
2019;12 oktober;249;123;16;41;49;17;126;16;35;45;30;;1012;12;oktober;2019;;;;;;;;
2019;11 oktober;233;109;13;41;33;22;124;13;25;49;37;;1011;11;oktober;2019;;;;;;;;
2019;10 oktober;271;140;16;56;48;20;131;16;27;47;41;;1010;10;oktober;2019;;;;;;;;
2019;9 oktober;229;120;14;35;38;33;109;8;19;36;46;;1009;9;oktober;2019;;;;;;;;
2019;8 oktober;255;120;19;42;40;19;135;16;34;49;36;;1008;8;oktober;2019;;;;;;;;
2019;7 oktober;212;108;17;39;32;20;104;10;28;29;37;;1007;7;oktober;2019;;;;;;;;
2019;6 oktober;234;118;16;36;35;31;116;6;28;36;46;;1006;6;oktober;2019;;;;;;;;
2019;5 oktober;224;125;10;50;46;19;99;8;27;31;33;;1005;5;oktober;2019;;;;;;;;
2019;4 oktober;227;117;11;38;42;26;110;10;34;41;25;;1004;4;oktober;2019;;;;;;;;
2019;3 oktober;238;115;15;40;42;18;123;11;31;39;42;;1003;3;oktober;2019;;;;;;;;
2019;2 oktober;230;102;14;30;38;20;128;15;34;46;33;;1002;2;oktober;2019;;;;;;;;
2019;1 oktober;247;129;9;39;56;25;118;12;31;36;39;;1001;1;oktober;2019;;;;;;;;
2019;30 september;238;120;14;49;36;21;118;14;25;48;31;;0930;30;september;2019;;;;;;;;
2019;29 september;257;122;19;36;51;16;135;9;38;57;31;;0929;29;september;2019;;;;;;;;
2019;28 september;214;109;18;35;42;14;105;11;24;36;34;;0928;28;september;2019;;;;;;;;
2019;27 september;246;137;17;46;46;28;109;9;23;42;35;;0927;27;september;2019;;;;;;;;
2019;26 september;230;109;8;42;39;20;121;15;27;41;38;;0926;26;september;2019;;;;;;;;
2019;25 september;238;145;20;45;47;33;93;16;17;28;32;;0925;25;september;2019;;;;;;;;
2019;24 september;226;107;17;29;37;24;119;7;32;42;38;;0924;24;september;2019;;;;;;;;
2019;23 september;237;119;19;35;47;18;118;11;28;49;30;;0923;23;september;2019;;;;;;;;
2019;22 september;207;103;14;40;34;15;104;14;22;36;32;;0922;22;september;2019;;;;;;;;
2019;21 september;219;111;10;46;40;15;108;13;24;40;31;;0921;21;september;2019;;;;;;;;
2019;20 september;234;120;17;40;44;19;114;11;35;37;31;;0920;20;september;2019;;;;;;;;
2019;19 september;211;116;14;36;36;30;95;8;26;33;28;;0919;19;september;2019;;;;;;;;
2019;18 september;220;114;9;50;34;21;106;11;16;39;40;;0918;18;september;2019;;;;;;;;
2019;17 september;230;103;9;44;36;14;127;9;23;51;44;;0917;17;september;2019;;;;;;;;
2019;16 september;219;108;19;42;27;20;111;10;30;32;39;;0916;16;september;2019;;;;;;;;
2019;15 september;249;123;22;36;47;18;126;13;32;42;39;;0915;15;september;2019;;;;;;;;
2019;14 september;228;110;13;46;33;18;118;11;28;45;34;;0914;14;september;2019;;;;;;;;
2019;13 september;199;94;10;28;35;21;105;8;30;41;26;;0913;13;september;2019;;;;;;;;
2019;12 september;229;126;17;48;47;14;103;7;25;38;33;;0912;12;september;2019;;;;;;;;
2019;11 september;220;107;19;43;30;15;113;8;29;37;39;;0911;11;september;2019;;;;;;;;
2019;10 september;201;83;8;36;27;12;118;9;31;36;42;;0910;10;september;2019;;;;;;;;
2019;9 september;233;119;17;39;48;15;114;13;25;33;43;;0909;9;september;2019;;;;;;;;
2019;8 september;212;115;16;38;38;23;97;11;20;36;30;;0908;8;september;2019;;;;;;;;
2019;7 september;208;115;13;40;43;19;93;8;26;37;22;;0907;7;september;2019;;;;;;;;
2019;6 september;182;99;12;28;49;10;83;5;26;27;25;;0906;6;september;2019;;;;;;;;
2019;5 september;222;114;11;42;44;17;108;7;35;35;31;;0905;5;september;2019;;;;;;;;
2019;4 september;203;103;12;45;36;10;100;10;28;35;27;;0904;4;september;2019;;;;;;;;
2019;3 september;204;100;8;37;33;22;104;9;27;35;33;;0903;3;september;2019;;;;;;;;
2019;2 september;210;95;14;38;24;19;115;15;30;35;35;;0902;2;september;2019;;;;;;;;
2019;1 september;248;124;15;48;41;20;124;15;18;46;45;;0901;1;september;2019;;;;;;;;
2019;31 augusti;242;121;15;43;40;23;121;12;28;32;49;;0831;31;augusti;2019;;;;;;;;
2019;30 augusti;235;130;10;57;37;26;105;7;19;46;33;;0830;30;augusti;2019;;;;;;;;
2019;29 augusti;227;112;17;32;43;20;115;11;15;40;49;;0829;29;augusti;2019;;;;;;;;
2019;28 augusti;226;108;11;30;41;26;118;8;34;33;43;;0828;28;augusti;2019;;;;;;;;
2019;27 augusti;241;104;13;34;41;16;137;12;33;47;45;;0827;27;augusti;2019;;;;;;;;
2019;26 augusti;223;97;16;34;29;18;126;9;19;55;43;;0826;26;augusti;2019;;;;;;;;
2019;25 augusti;225;102;9;41;38;14;123;5;32;44;42;;0825;25;augusti;2019;;;;;;;;
2019;24 augusti;227;100;15;30;36;19;127;10;41;47;29;;0824;24;augusti;2019;;;;;;;;
2019;23 augusti;231;116;19;31;34;32;115;7;30;40;38;;0823;23;augusti;2019;;;;;;;;
2019;22 augusti;219;112;19;46;32;15;107;10;22;40;35;;0822;22;augusti;2019;;;;;;;;
2019;21 augusti;204;105;10;41;38;16;99;8;22;31;38;;0821;21;augusti;2019;;;;;;;;
2019;20 augusti;230;110;19;39;34;18;120;11;36;35;38;;0820;20;augusti;2019;;;;;;;;
2019;19 augusti;206;106;11;25;49;21;100;8;20;40;32;;0819;19;augusti;2019;;;;;;;;
2019;18 augusti;215;109;12;40;39;18;106;10;29;38;29;;0818;18;augusti;2019;;;;;;;;
2019;17 augusti;208;109;12;34;43;20;99;12;20;30;37;;0817;17;augusti;2019;;;;;;;;
2019;16 augusti;227;118;12;43;41;22;109;7;19;45;38;;0816;16;augusti;2019;;;;;;;;
2019;15 augusti;205;95;14;29;33;19;110;7;30;39;34;;0815;15;augusti;2019;;;;;;;;
2019;14 augusti;204;104;12;39;36;17;100;11;21;42;26;;0814;14;augusti;2019;;;;;;;;
2019;13 augusti;190;92;9;29;37;17;98;5;26;40;27;;0813;13;augusti;2019;;;;;;;;
