År;DagMånad;Totalt;M Tot;M 0-64 år;M 65-79 år;M 80-89 år;M 90+ år;K Tot;K 0-64 år;K 65-79 år;K 80-89 år;K 90+ år;-;Sort;Dag;Månad;Ar;;;;;-;Sort;Dag;Månad
2019;12 augusti;237;115;14;41;41;19;122;15;23;45;39;;0812;12;augusti;2019;;;;;;;;
2019;11 augusti;203;89;11;36;32;10;114;12;34;34;34;;0811;11;augusti;2019;;;;;;;;
2019;10 augusti;233;116;23;42;32;19;117;17;24;46;30;;0810;10;augusti;2019;;;;;;;;
2019;9 augusti;213;90;17;32;27;14;123;17;29;35;42;;0809;9;augusti;2019;;;;;;;;
2019;8 augusti;214;96;9;35;33;19;118;10;28;40;40;;0808;8;augusti;2019;;;;;;;;
2019;7 augusti;238;119;18;39;44;18;119;11;31;37;40;;0807;7;augusti;2019;;;;;;;;
2019;6 augusti;231;115;15;32;50;18;116;11;30;43;32;;0806;6;augusti;2019;;;;;;;;
2019;5 augusti;216;106;11;42;38;15;110;6;30;33;41;;0805;5;augusti;2019;;;;;;;;
2019;4 augusti;195;97;14;33;36;14;98;10;18;34;36;;0804;4;augusti;2019;;;;;;;;
2019;3 augusti;222;113;19;37;43;14;109;4;22;42;41;;0803;3;augusti;2019;;;;;;;;
2019;2 augusti;213;108;11;35;38;24;105;9;24;40;32;;0802;2;augusti;2019;;;;;;;;
2019;1 augusti;229;102;11;41;35;15;127;6;32;49;40;;0801;1;augusti;2019;;;;;;;;
2019;31 juli;225;102;13;36;35;18;123;10;32;42;39;;0731;31;juli;2019;;;;;;;;
2019;30 juli;218;97;14;33;37;13;121;16;30;34;41;;0730;30;juli;2019;;;;;;;;
2019;29 juli;189;89;10;33;27;19;100;9;22;41;28;;0729;29;juli;2019;;;;;;;;
2019;28 juli;216;95;12;29;34;20;121;5;26;46;44;;0728;28;juli;2019;;;;;;;;
2019;27 juli;261;131;21;41;52;17;130;9;40;48;33;;0727;27;juli;2019;;;;;;;;
2019;26 juli;229;101;16;39;28;18;128;11;43;35;39;;0726;26;juli;2019;;;;;;;;
2019;25 juli;204;97;15;36;29;17;107;10;29;42;26;;0725;25;juli;2019;;;;;;;;
2019;24 juli;225;115;13;45;39;18;110;13;33;34;30;;0724;24;juli;2019;;;;;;;;
2019;23 juli;180;93;21;30;31;11;87;5;27;26;29;;0723;23;juli;2019;;;;;;;;
2019;22 juli;199;111;16;41;33;21;88;6;30;29;23;;0722;22;juli;2019;;;;;;;;
2019;21 juli;193;90;8;35;32;15;103;5;35;30;33;;0721;21;juli;2019;;;;;;;;
2019;20 juli;217;104;18;36;31;19;113;9;20;51;33;;0720;20;juli;2019;;;;;;;;
2019;19 juli;216;103;15;48;24;16;113;9;31;35;38;;0719;19;juli;2019;;;;;;;;
2019;18 juli;207;87;17;20;33;17;120;12;32;40;36;;0718;18;juli;2019;;;;;;;;
2019;17 juli;218;108;10;44;34;20;110;9;23;48;30;;0717;17;juli;2019;;;;;;;;
2019;16 juli;210;104;10;41;35;18;106;9;28;36;33;;0716;16;juli;2019;;;;;;;;
2019;15 juli;221;124;14;43;48;19;97;9;24;34;30;;0715;15;juli;2019;;;;;;;;
2019;14 juli;231;118;19;38;44;17;113;13;22;36;42;;0714;14;juli;2019;;;;;;;;
2019;13 juli;237;128;15;47;42;24;109;7;18;50;34;;0713;13;juli;2019;;;;;;;;
2019;12 juli;247;113;12;37;44;20;134;11;38;38;47;;0712;12;juli;2019;;;;;;;;
2019;11 juli;241;122;12;43;45;22;119;8;28;50;33;;0711;11;juli;2019;;;;;;;;
2019;10 juli;200;99;13;33;41;12;101;12;26;39;24;;0710;10;juli;2019;;;;;;;;
2019;9 juli;197;98;12;42;23;21;99;9;26;37;27;;0709;9;juli;2019;;;;;;;;
2019;8 juli;205;103;9;38;33;23;102;10;27;33;32;;0708;8;juli;2019;;;;;;;;
2019;7 juli;245;115;13;45;43;14;130;14;32;45;39;;0707;7;juli;2019;;;;;;;;
2019;6 juli;221;102;18;39;26;19;119;10;30;37;42;;0706;6;juli;2019;;;;;;;;
2019;5 juli;218;102;14;31;37;20;116;10;35;34;37;;0705;5;juli;2019;;;;;;;;
2019;4 juli;211;102;19;29;33;21;109;10;28;43;28;;0704;4;juli;2019;;;;;;;;
2019;3 juli;212;102;14;30;36;22;110;9;34;31;36;;0703;3;juli;2019;;;;;;;;
2019;2 juli;204;101;17;38;30;16;103;5;26;43;29;;0702;2;juli;2019;;;;;;;;
2019;1 juli;226;120;13;50;39;18;106;6;34;41;25;;0701;1;juli;2019;;;;;;;;
2019;30 juni;226;108;21;36;36;15;118;10;32;34;42;;0630;30;juni;2019;;;;;;;;
2019;29 juni;208;96;8;42;32;14;112;10;31;44;27;;0629;29;juni;2019;;;;;;;;
2019;28 juni;220;103;9;43;32;19;117;12;29;42;34;;0628;28;juni;2019;;;;;;;;
2019;27 juni;213;109;14;40;35;20;104;5;24;34;41;;0627;27;juni;2019;;;;;;;;
2019;26 juni;226;95;7;31;38;19;131;13;34;40;44;;0626;26;juni;2019;;;;;;;;
2019;25 juni;227;123;18;38;43;24;104;4;26;37;37;;0625;25;juni;2019;;;;;;;;
2019;24 juni;192;103;15;42;29;17;89;8;26;38;17;;0624;24;juni;2019;;;;;;;;
2019;23 juni;202;97;13;38;30;16;105;11;18;40;36;;0623;23;juni;2019;;;;;;;;
2019;22 juni;229;117;14;34;46;23;112;12;27;36;37;;0622;22;juni;2019;;;;;;;;
2019;21 juni;202;91;11;38;29;13;111;10;28;40;33;;0621;21;juni;2019;;;;;;;;
2019;20 juni;225;111;17;35;44;15;114;13;25;39;37;;0620;20;juni;2019;;;;;;;;
2019;19 juni;233;118;18;40;41;19;115;6;32;46;31;;0619;19;juni;2019;;;;;;;;
2019;18 juni;207;98;16;34;32;16;109;16;29;34;30;;0618;18;juni;2019;;;;;;;;
2019;17 juni;228;115;14;40;36;25;113;9;24;39;41;;0617;17;juni;2019;;;;;;;;
2019;16 juni;207;101;14;40;36;11;106;5;29;34;38;;0616;16;juni;2019;;;;;;;;
2019;15 juni;218;109;16;44;31;18;109;6;31;33;39;;0615;15;juni;2019;;;;;;;;
2019;14 juni;229;110;16;36;37;21;119;13;37;38;31;;0614;14;juni;2019;;;;;;;;
2019;13 juni;198;112;20;37;39;16;86;8;26;19;33;;0613;13;juni;2019;;;;;;;;
2019;12 juni;187;93;10;35;36;12;94;7;20;37;30;;0612;12;juni;2019;;;;;;;;
2019;11 juni;202;103;19;41;25;18;99;11;20;29;39;;0611;11;juni;2019;;;;;;;;
2019;10 juni;203;101;23;32;32;14;102;16;29;23;34;;0610;10;juni;2019;;;;;;;;
2019;9 juni;218;91;16;26;30;19;127;6;38;40;43;;0609;9;juni;2019;;;;;;;;
2019;8 juni;214;99;16;44;20;19;115;6;36;36;37;;0608;8;juni;2019;;;;;;;;
2019;7 juni;200;101;11;38;34;18;99;9;24;32;34;;0607;7;juni;2019;;;;;;;;
2019;6 juni;201;94;8;36;34;16;107;9;21;39;38;;0606;6;juni;2019;;;;;;;;
2019;5 juni;244;134;19;42;47;26;110;11;30;40;29;;0605;5;juni;2019;;;;;;;;
2019;4 juni;221;103;13;39;28;23;118;7;30;47;34;;0604;4;juni;2019;;;;;;;;
2019;3 juni;246;115;17;44;35;19;131;15;31;55;30;;0603;3;juni;2019;;;;;;;;
2019;2 juni;189;86;11;33;28;14;103;5;25;42;31;;0602;2;juni;2019;;;;;;;;
2019;1 juni;237;120;15;36;49;20;117;14;21;45;37;;0601;1;juni;2019;;;;;;;;
2019;31 maj;211;101;17;46;27;11;110;10;29;33;38;;0531;31;maj;2019;;;;;;;;
2019;30 maj;223;111;13;38;37;23;112;10;31;36;35;;0530;30;maj;2019;;;;;;;;
2019;29 maj;239;108;20;32;35;21;131;12;26;46;47;;0529;29;maj;2019;;;;;;;;
2019;28 maj;218;117;18;48;29;22;101;6;31;30;34;;0528;28;maj;2019;;;;;;;;
2019;27 maj;224;114;16;41;41;16;110;13;23;29;45;;0527;27;maj;2019;;;;;;;;
2019;26 maj;202;109;13;34;48;14;93;6;22;34;31;;0526;26;maj;2019;;;;;;;;
2019;25 maj;233;106;18;25;43;20;127;11;31;44;41;;0525;25;maj;2019;;;;;;;;
2019;24 maj;230;104;12;30;43;19;126;8;27;46;45;;0524;24;maj;2019;;;;;;;;
2019;23 maj;190;95;7;36;32;20;95;6;22;36;31;;0523;23;maj;2019;;;;;;;;
2019;22 maj;219;103;13;39;37;14;116;10;28;48;30;;0522;22;maj;2019;;;;;;;;
2019;21 maj;208;99;18;24;42;15;109;9;25;38;37;;0521;21;maj;2019;;;;;;;;
2019;20 maj;204;107;12;40;34;21;97;11;22;31;33;;0520;20;maj;2019;;;;;;;;
2019;19 maj;248;121;15;36;49;21;127;9;31;46;41;;0519;19;maj;2019;;;;;;;;
2019;18 maj;224;107;14;35;31;27;117;10;37;36;34;;0518;18;maj;2019;;;;;;;;
2019;17 maj;208;108;10;44;35;19;100;12;26;28;34;;0517;17;maj;2019;;;;;;;;
2019;16 maj;220;111;17;46;33;15;109;7;21;43;38;;0516;16;maj;2019;;;;;;;;
2019;15 maj;225;107;13;30;40;24;118;8;37;33;40;;0515;15;maj;2019;;;;;;;;
2019;14 maj;217;111;12;49;29;21;106;3;33;35;35;;0514;14;maj;2019;;;;;;;;
2019;13 maj;215;91;11;27;30;23;124;12;26;44;42;;0513;13;maj;2019;;;;;;;;
2019;12 maj;226;112;10;35;42;25;114;13;23;40;38;;0512;12;maj;2019;;;;;;;;
2019;11 maj;233;118;9;33;41;35;115;6;25;46;38;;0511;11;maj;2019;;;;;;;;
2019;10 maj;235;117;13;36;47;21;118;13;27;40;38;;0510;10;maj;2019;;;;;;;;
2019;9 maj;249;117;9;50;37;21;132;18;33;47;34;;0509;9;maj;2019;;;;;;;;
2019;8 maj;229;106;12;43;39;12;123;13;32;42;36;;0508;8;maj;2019;;;;;;;;
2019;7 maj;232;106;14;35;35;22;126;16;28;42;40;;0507;7;maj;2019;;;;;;;;
2019;6 maj;239;121;16;41;45;19;118;8;34;40;36;;0506;6;maj;2019;;;;;;;;
2019;5 maj;231;100;15;43;35;7;131;13;24;49;45;;0505;5;maj;2019;;;;;;;;
2019;4 maj;241;110;12;33;46;19;131;9;32;45;45;;0504;4;maj;2019;;;;;;;;
2019;3 maj;206;100;13;39;29;19;106;8;22;39;37;;0503;3;maj;2019;;;;;;;;
2019;2 maj;249;113;13;41;46;13;136;8;32;55;41;;0502;2;maj;2019;;;;;;;;
2019;1 maj;244;108;15;39;36;18;136;9;32;54;41;;0501;1;maj;2019;;;;;;;;
2019;30 april;217;104;13;34;39;18;113;10;23;40;40;;0430;30;april;2019;;;;;;;;
2019;29 april;225;116;20;33;48;15;109;5;26;43;35;;0429;29;april;2019;;;;;;;;
2019;28 april;230;108;10;38;37;23;122;6;23;53;40;;0428;28;april;2019;;;;;;;;
2019;27 april;245;126;15;43;37;31;119;12;18;49;40;;0427;27;april;2019;;;;;;;;
2019;26 april;241;133;20;37;56;20;108;14;23;39;32;;0426;26;april;2019;;;;;;;;
2019;25 april;255;118;11;38;43;26;137;11;30;52;44;;0425;25;april;2019;;;;;;;;
2019;24 april;255;112;14;41;39;18;143;18;33;45;47;;0424;24;april;2019;;;;;;;;
2019;23 april;240;115;14;46;42;13;125;7;32;46;40;;0423;23;april;2019;;;;;;;;
2019;22 april;232;112;12;40;34;26;120;8;24;47;41;;0422;22;april;2019;;;;;;;;
2019;21 april;246;123;19;49;41;14;123;8;29;38;48;;0421;21;april;2019;;;;;;;;
2019;20 april;246;129;14;45;45;25;117;7;24;44;42;;0420;20;april;2019;;;;;;;;
2019;19 april;268;145;17;53;51;24;123;10;30;42;41;;0419;19;april;2019;;;;;;;;
2019;18 april;231;102;15;38;29;20;129;15;35;39;40;;0418;18;april;2019;;;;;;;;
2019;17 april;249;129;17;45;47;20;120;9;23;48;40;;0417;17;april;2019;;;;;;;;
2019;16 april;240;121;18;34;49;20;119;13;28;43;35;;0416;16;april;2019;;;;;;;;
2019;15 april;256;114;12;46;42;14;142;17;31;50;44;;0415;15;april;2019;;;;;;;;
2019;14 april;223;112;14;36;36;26;111;6;23;41;41;;0414;14;april;2019;;;;;;;;
2019;13 april;255;118;24;37;41;16;137;7;23;52;55;;0413;13;april;2019;;;;;;;;
2019;12 april;235;113;10;40;37;26;122;9;37;36;40;;0412;12;april;2019;;;;;;;;
2019;11 april;226;99;12;36;35;16;127;15;26;50;36;;0411;11;april;2019;;;;;;;;
2019;10 april;227;110;11;38;41;20;117;12;41;29;35;;0410;10;april;2019;;;;;;;;
2019;9 april;211;89;15;30;33;11;122;6;32;46;38;;0409;9;april;2019;;;;;;;;
2019;8 april;235;110;9;45;35;21;125;5;35;43;42;;0408;8;april;2019;;;;;;;;
2019;7 april;254;118;18;41;40;19;136;14;35;45;42;;0407;7;april;2019;;;;;;;;
2019;6 april;220;107;15;25;51;16;113;10;31;41;31;;0406;6;april;2019;;;;;;;;
2019;5 april;259;132;15;49;41;27;127;11;32;41;43;;0405;5;april;2019;;;;;;;;
2019;4 april;253;126;12;40;46;28;127;12;20;40;55;;0404;4;april;2019;;;;;;;;
2019;3 april;247;108;17;26;43;22;139;11;35;47;46;;0403;3;april;2019;;;;;;;;
2019;2 april;238;125;13;35;55;22;113;7;29;51;26;;0402;2;april;2019;;;;;;;;
2019;1 april;227;113;12;34;34;33;114;10;26;41;37;;0401;1;april;2019;;;;;;;;
2019;31 mars;236;122;22;45;38;17;114;9;30;41;34;;0331;31;mars;2019;;;;;;;;
2019;30 mars;252;102;8;33;42;19;150;16;48;44;42;;0330;30;mars;2019;;;;;;;;
2019;29 mars;251;122;14;40;44;24;129;6;34;44;45;;0329;29;mars;2019;;;;;;;;
2019;28 mars;211;106;8;40;33;25;105;6;26;35;38;;0328;28;mars;2019;;;;;;;;
2019;27 mars;213;104;9;36;38;21;109;8;27;38;36;;0327;27;mars;2019;;;;;;;;
2019;26 mars;265;125;14;42;50;19;140;14;36;42;48;;0326;26;mars;2019;;;;;;;;
2019;25 mars;237;124;27;31;50;16;113;14;25;31;43;;0325;25;mars;2019;;;;;;;;
2019;24 mars;235;112;15;40;44;13;123;18;35;32;38;;0324;24;mars;2019;;;;;;;;
2019;23 mars;226;118;15;39;45;19;108;6;25;43;34;;0323;23;mars;2019;;;;;;;;
2019;22 mars;237;120;12;44;42;22;117;7;32;48;30;;0322;22;mars;2019;;;;;;;;
2019;21 mars;228;107;17;36;39;15;121;13;28;39;41;;0321;21;mars;2019;;;;;;;;
2019;20 mars;226;116;15;42;42;17;110;11;21;36;42;;0320;20;mars;2019;;;;;;;;
2019;19 mars;255;117;22;44;34;17;138;14;36;43;45;;0319;19;mars;2019;;;;;;;;
2019;18 mars;225;101;10;35;36;20;124;8;26;44;46;;0318;18;mars;2019;;;;;;;;
2019;17 mars;261;137;20;42;58;17;124;8;34;50;32;;0317;17;mars;2019;;;;;;;;
2019;16 mars;240;104;14;35;34;21;136;10;29;48;49;;0316;16;mars;2019;;;;;;;;
2019;15 mars;294;134;16;44;47;27;160;8;43;56;53;;0315;15;mars;2019;;;;;;;;
2019;14 mars;260;137;11;51;42;33;123;6;25;56;36;;0314;14;mars;2019;;;;;;;;
2019;13 mars;257;125;15;43;45;22;132;8;32;44;48;;0313;13;mars;2019;;;;;;;;
2019;12 mars;266;131;9;48;50;24;135;12;35;43;45;;0312;12;mars;2019;;;;;;;;
2019;11 mars;251;131;11;43;58;19;120;8;31;38;43;;0311;11;mars;2019;;;;;;;;
2019;10 mars;240;121;13;46;42;20;119;10;22;53;34;;0310;10;mars;2019;;;;;;;;
2019;9 mars;238;130;13;42;50;25;108;9;32;30;37;;0309;9;mars;2019;;;;;;;;
2019;8 mars;215;97;13;27;39;18;118;13;27;39;39;;0308;8;mars;2019;;;;;;;;
2019;7 mars;240;118;12;50;37;19;122;8;34;39;41;;0307;7;mars;2019;;;;;;;;
2019;6 mars;250;132;17;41;53;21;118;11;25;42;40;;0306;6;mars;2019;;;;;;;;
2019;5 mars;254;121;21;48;35;17;133;12;40;38;43;;0305;5;mars;2019;;;;;;;;
2019;4 mars;253;123;19;42;39;23;130;10;37;38;45;;0304;4;mars;2019;;;;;;;;
2019;3 mars;224;97;8;39;33;17;127;4;32;49;42;;0303;3;mars;2019;;;;;;;;
2019;2 mars;262;125;16;49;46;14;137;10;35;43;49;;0302;2;mars;2019;;;;;;;;
2019;1 mars;268;130;26;43;34;27;138;10;31;53;44;;0301;1;mars;2019;;;;;;;;
2019;28 februari;258;120;18;41;35;26;138;7;29;56;46;;0228;28;februari;2019;;;;;;;;
2019;27 februari;241;109;15;37;40;17;132;8;29;56;39;;0227;27;februari;2019;;;;;;;;
2019;26 februari;241;110;10;38;40;22;131;12;29;43;47;;0226;26;februari;2019;;;;;;;;
2019;25 februari;278;136;16;48;47;25;142;7;31;59;45;;0225;25;februari;2019;;;;;;;;
2019;24 februari;238;129;21;39;46;23;109;7;33;38;31;;0224;24;februari;2019;;;;;;;;
2019;23 februari;242;112;14;34;41;23;130;5;38;45;42;;0223;23;februari;2019;;;;;;;;
2019;22 februari;273;151;22;50;53;26;122;9;21;52;40;;0222;22;februari;2019;;;;;;;;
2019;21 februari;265;132;19;45;46;22;133;5;29;56;43;;0221;21;februari;2019;;;;;;;;
2019;20 februari;261;132;20;45;45;22;129;10;34;46;39;;0220;20;februari;2019;;;;;;;;
2019;19 februari;293;147;20;53;47;27;146;11;38;62;35;;0219;19;februari;2019;;;;;;;;
2019;18 februari;248;138;22;46;51;19;110;11;22;38;39;;0218;18;februari;2019;;;;;;;;
2019;17 februari;228;114;19;32;38;25;114;7;34;38;35;;0217;17;februari;2019;;;;;;;;
2019;16 februari;253;126;13;39;54;20;127;13;22;41;51;;0216;16;februari;2019;;;;;;;;
2019;15 februari;222;121;19;53;41;8;101;4;31;36;30;;0215;15;februari;2019;;;;;;;;
2019;14 februari;263;123;10;39;49;25;140;13;33;45;49;;0214;14;februari;2019;;;;;;;;
2019;13 februari;272;138;18;50;44;26;134;12;24;50;48;;0213;13;februari;2019;;;;;;;;
2019;12 februari;268;141;19;45;60;17;127;9;35;43;40;;0212;12;februari;2019;;;;;;;;
2019;11 februari;258;125;11;44;43;27;133;9;43;41;40;;0211;11;februari;2019;;;;;;;;
2019;10 februari;282;117;16;45;38;18;165;15;42;47;61;;0210;10;februari;2019;;;;;;;;
2019;9 februari;268;133;25;31;56;21;135;8;29;47;51;;0209;9;februari;2019;;;;;;;;
2019;8 februari;265;131;22;47;45;17;134;13;27;49;45;;0208;8;februari;2019;;;;;;;;
2019;7 februari;239;113;18;39;45;11;126;11;32;41;42;;0207;7;februari;2019;;;;;;;;
2019;6 februari;250;103;14;43;33;13;147;13;29;49;56;;0206;6;februari;2019;;;;;;;;
2019;5 februari;285;147;22;55;46;24;138;10;33;46;49;;0205;5;februari;2019;;;;;;;;
2019;4 februari;293;129;18;45;39;27;164;4;35;73;52;;0204;4;februari;2019;;;;;;;;
2019;3 februari;290;143;17;45;54;27;147;18;27;45;57;;0203;3;februari;2019;;;;;;;;
2019;2 februari;244;111;10;47;33;21;133;13;38;39;43;;0202;2;februari;2019;;;;;;;;
2019;1 februari;276;138;20;55;40;23;138;10;29;48;51;;0201;1;februari;2019;;;;;;;;
2019;31 januari;245;126;18;43;47;18;119;9;24;51;35;;0131;31;januari;2019;;;;;;;;
2019;30 januari;270;136;15;47;49;25;134;10;36;46;42;;0130;30;januari;2019;;;;;;;;
2019;29 januari;253;110;15;37;40;18;143;15;33;45;50;;0129;29;januari;2019;;;;;;;;
2019;28 januari;234;128;15;41;50;22;106;9;20;42;35;;0128;28;januari;2019;;;;;;;;
2019;27 januari;233;110;10;45;35;20;123;10;26;47;40;;0127;27;januari;2019;;;;;;;;
2019;26 januari;290;146;15;48;54;29;144;7;46;55;36;;0126;26;januari;2019;;;;;;;;
2019;25 januari;263;134;17;54;40;23;129;12;46;29;42;;0125;25;januari;2019;;;;;;;;
2019;24 januari;274;144;15;56;42;31;130;11;33;44;42;;0124;24;januari;2019;;;;;;;;
2019;23 januari;247;122;23;35;47;17;125;9;29;46;41;;0123;23;januari;2019;;;;;;;;
2019;22 januari;266;124;16;37;42;29;142;12;37;50;43;;0122;22;januari;2019;;;;;;;;
2019;21 januari;255;118;15;35;37;31;137;13;31;55;38;;0121;21;januari;2019;;;;;;;;
2019;20 januari;260;128;20;36;51;21;132;13;30;38;51;;0120;20;januari;2019;;;;;;;;
2019;19 januari;250;120;13;40;40;27;130;8;26;44;52;;0119;19;januari;2019;;;;;;;;
2019;18 januari;261;123;15;46;44;18;138;11;37;43;47;;0118;18;januari;2019;;;;;;;;
2019;17 januari;262;133;16;39;50;28;129;7;30;57;35;;0117;17;januari;2019;;;;;;;;
2019;16 januari;260;122;21;41;31;29;138;11;34;56;37;;0116;16;januari;2019;;;;;;;;
2019;15 januari;284;139;13;45;55;26;145;12;30;58;45;;0115;15;januari;2019;;;;;;;;
2019;14 januari;262;146;29;51;45;21;116;15;29;36;36;;0114;14;januari;2019;;;;;;;;
2019;13 januari;254;136;13;47;52;24;118;8;26;42;42;;0113;13;januari;2019;;;;;;;;
2019;12 januari;250;126;19;37;45;25;124;12;23;34;55;;0112;12;januari;2019;;;;;;;;
2019;11 januari;269;132;21;46;43;22;137;12;31;51;43;;0111;11;januari;2019;;;;;;;;
2019;10 januari;254;119;16;37;38;28;135;12;25;53;45;;0110;10;januari;2019;;;;;;;;
2019;9 januari;239;126;15;41;49;21;113;11;25;39;38;;0109;9;januari;2019;;;;;;;;
2019;8 januari;274;129;11;53;38;27;145;15;36;44;50;;0108;8;januari;2019;;;;;;;;
2019;7 januari;280;146;19;52;53;22;134;7;31;41;55;;0107;7;januari;2019;;;;;;;;
2019;6 januari;281;145;29;44;48;24;136;10;30;54;42;;0106;6;januari;2019;;;;;;;;
2019;5 januari;275;138;21;37;52;28;137;11;34;52;40;;0105;5;januari;2019;;;;;;;;
2019;4 januari;282;145;17;48;52;28;137;14;39;57;27;;0104;4;januari;2019;;;;;;;;
2019;3 januari;271;124;13;41;48;22;147;9;38;49;51;;0103;3;januari;2019;;;;;;;;
2019;2 januari;276;130;25;33;48;24;146;13;28;57;48;;0102;2;januari;2019;;;;;;;;
2019;1 januari;300;156;20;48;56;32;144;12;39;46;47;;0101;1;januari;2019;;;;;;;;
2018;31 december;258;122;19;45;36;22;136;8;31;49;48;;1231;31;december;2018;;;;;;;;
2018;30 december;232;116;18;35;42;21;116;11;35;44;26;;1230;30;december;2018;;;;;;;;
2018;29 december;263;129;17;40;41;31;134;10;27;43;54;;1229;29;december;2018;;;;;;;;
2018;28 december;261;124;16;43;47;18;137;12;47;38;40;;1228;28;december;2018;;;;;;;;
2018;27 december;240;113;13;34;42;24;127;8;35;40;44;;1227;27;december;2018;;;;;;;;
2018;26 december;268;126;14;40;43;29;142;11;35;39;57;;1226;26;december;2018;;;;;;;;
2018;25 december;244;121;14;38;42;27;123;7;31;42;43;;1225;25;december;2018;;;;;;;;
2018;24 december;250;129;20;45;45;19;121;11;23;48;39;;1224;24;december;2018;;;;;;;;
2018;23 december;245;125;16;41;44;24;120;12;27;39;42;;1223;23;december;2018;;;;;;;;
2018;22 december;240;119;22;32;52;13;121;10;35;48;28;;1222;22;december;2018;;;;;;;;
2018;21 december;282;134;17;41;47;29;148;13;38;41;56;;1221;21;december;2018;;;;;;;;
2018;20 december;240;106;16;35;39;16;134;19;34;42;39;;1220;20;december;2018;;;;;;;;
2018;19 december;270;121;15;42;47;17;149;9;43;51;46;;1219;19;december;2018;;;;;;;;
2018;18 december;224;114;19;36;38;21;110;9;23;41;37;;1218;18;december;2018;;;;;;;;
2018;17 december;240;117;16;32;50;19;123;9;28;46;40;;1217;17;december;2018;;;;;;;;
2018;16 december;251;129;13;40;47;29;122;11;29;47;35;;1216;16;december;2018;;;;;;;;
2018;15 december;243;124;17;42;46;19;119;12;26;41;40;;1215;15;december;2018;;;;;;;;
2018;14 december;240;120;15;43;45;17;120;11;35;27;47;;1214;14;december;2018;;;;;;;;
2018;13 december;260;122;6;44;45;27;138;15;34;43;46;;1213;13;december;2018;;;;;;;;
2018;12 december;251;114;18;42;39;15;137;12;32;54;39;;1212;12;december;2018;;;;;;;;
2018;11 december;222;95;13;33;33;16;127;10;30;45;42;;1211;11;december;2018;;;;;;;;
2018;10 december;253;112;13;40;35;24;141;11;26;60;44;;1210;10;december;2018;;;;;;;;
2018;9 december;254;120;16;47;34;23;134;14;28;41;51;;1209;9;december;2018;;;;;;;;
2018;8 december;275;147;19;47;51;30;128;16;26;50;36;;1208;8;december;2018;;;;;;;;
2018;7 december;275;129;16;36;50;27;146;13;38;50;45;;1207;7;december;2018;;;;;;;;
2018;6 december;237;122;20;37;40;25;115;12;28;38;37;;1206;6;december;2018;;;;;;;;
2018;5 december;237;114;12;37;47;18;123;6;35;38;44;;1205;5;december;2018;;;;;;;;
2018;4 december;243;126;27;35;45;19;117;9;27;37;44;;1204;4;december;2018;;;;;;;;
2018;3 december;266;135;20;46;45;24;131;7;38;46;40;;1203;3;december;2018;;;;;;;;
2018;2 december;263;132;13;56;45;18;131;11;42;41;37;;1202;2;december;2018;;;;;;;;
2018;1 december;284;124;17;48;37;22;160;14;41;49;56;;1201;1;december;2018;;;;;;;;
2018;30 november;248;125;20;39;50;16;123;8;35;40;40;;1130;30;november;2018;;;;;;;;
2018;29 november;226;123;15;41;43;24;103;9;22;41;31;;1129;29;november;2018;;;;;;;;
2018;28 november;249;130;17;53;42;18;119;13;28;47;31;;1128;28;november;2018;;;;;;;;
2018;27 november;249;125;22;37;50;16;124;10;32;37;45;;1127;27;november;2018;;;;;;;;
2018;26 november;261;132;13;46;53;20;129;11;25;50;43;;1126;26;november;2018;;;;;;;;
2018;25 november;226;116;20;38;46;12;110;12;30;39;29;;1125;25;november;2018;;;;;;;;
2018;24 november;212;113;11;40;39;23;99;8;20;35;36;;1124;24;november;2018;;;;;;;;
2018;23 november;238;114;16;33;43;22;124;11;39;37;37;;1123;23;november;2018;;;;;;;;
2018;22 november;241;119;12;41;44;22;122;16;28;50;28;;1122;22;november;2018;;;;;;;;
2018;21 november;203;98;9;27;44;18;105;10;20;48;27;;1121;21;november;2018;;;;;;;;
2018;20 november;221;111;15;35;40;21;110;10;28;34;38;;1120;20;november;2018;;;;;;;;
2018;19 november;193;104;14;33;38;19;89;4;23;26;36;;1119;19;november;2018;;;;;;;;
2018;18 november;244;109;15;46;33;15;135;7;37;46;45;;1118;18;november;2018;;;;;;;;
2018;17 november;214;105;18;34;40;13;109;9;30;41;29;;1117;17;november;2018;;;;;;;;
2018;16 november;209;98;8;32;37;21;111;11;20;41;39;;1116;16;november;2018;;;;;;;;
2018;15 november;225;110;14;46;35;15;115;7;32;44;32;;1115;15;november;2018;;;;;;;;
2018;14 november;207;96;14;37;30;15;111;14;23;37;37;;1114;14;november;2018;;;;;;;;
2018;13 november;222;113;15;32;40;26;109;10;25;38;36;;1113;13;november;2018;;;;;;;;
2018;12 november;220;116;10;39;46;21;104;6;23;42;33;;1112;12;november;2018;;;;;;;;
2018;11 november;230;115;19;37;39;20;115;5;35;38;37;;1111;11;november;2018;;;;;;;;
2018;10 november;234;112;13;40;34;25;122;15;27;36;44;;1110;10;november;2018;;;;;;;;
2018;9 november;229;121;21;38;31;31;108;16;21;31;40;;1109;9;november;2018;;;;;;;;
2018;8 november;223;101;10;32;35;24;122;12;25;43;42;;1108;8;november;2018;;;;;;;;
2018;7 november;253;136;20;51;40;25;117;15;19;48;35;;1107;7;november;2018;;;;;;;;
2018;6 november;264;109;14;36;39;20;155;14;36;49;56;;1106;6;november;2018;;;;;;;;
