1419;Tjörn;16 016;94;157;147;10;905;629;150;126;825;633;161;31;80;‑4;‑11;95;4
1452;Tranemo;11 936;62;121;113;8;689;343;177;169;653;393;226;34;36;‑50;‑49;135;18
1488;Trollhättan;59 058;330;623;573;50;3 107;1 885;694;528;2 850;1 868;776;206;257;17;‑82;322;23
1473;Töreboda;9 293;‑19;82;103;‑21;569;301;117;151;575;394;164;17;‑6;‑93;‑47;134;8
1485;Uddevalla;56 703;444;654;574;80;2 794;1 906;500;388;2 461;1 655;660;146;333;251;‑160;242;31
1491;Ulricehamn;24 668;223;252;265;‑13;1 319;753;339;227;1 091;653;381;57;228;100;‑42;170;8
1470;Vara;16 024;72;160;174;‑14;842;552;137;153;767;540;199;28;75;12;‑62;125;11
1442;Vårgårda;11 810;152;127;116;11;675;480;105;90;542;432;95;15;133;48;10;75;8
1487;Vänersborg;39 591;180;404;378;26;2 073;1 347;312;414;1 943;1 363;467;113;130;‑16;‑155;301;24
1492;Åmål;12 610;‑110;108;152;‑44;521;187;271;63;590;192;356;42;‑69;‑5;‑85;21;3
1407;Öckerö;12 916;‑29;106;130;‑24;567;368;121;78;575;415;121;39;‑8;‑47;0;39;3
17;Värmland;282 414;932;2 786;3 008;‑222;8 494;.;6 173;2 321;7 387;.;6 418;969;1 107;.;‑245;1 352;47
1784;Arvika;26 045;‑37;250;282;‑32;901;379;365;157;908;407;431;70;‑7;‑28;‑66;87;2
1730;Eda;8 564;‑11;81;94;‑13;472;191;107;174;477;275;107;95;‑5;‑84;0;79;7
1782;Filipstad;10 644;‑193;90;137;‑47;570;141;345;84;711;265;414;32;‑141;‑124;‑69;52;‑5
1763;Forshaga;11 499;‑19;125;119;6;665;478;136;51;688;512;148;28;‑23;‑34;‑12;23;‑2
1764;Grums;9 047;31;81;116;‑35;559;336;129;94;497;333;153;11;62;3;‑24;83;4
1783;Hagfors;11 606;‑92;103;173;‑70;473;185;171;117;498;307;170;21;‑25;‑122;1;96;3
1761;Hammarö;16 568;85;204;127;77;884;587;216;81;880;549;266;65;4;38;‑50;16;4
1780;Karlstad;93 898;1 401;950;824;126;6 076;2 473;2 927;676;4 812;1 850;2 632;330;1 264;623;295;346;11
1715;Kil;12 087;125;106;112;‑6;646;433;150;63;517;365;138;14;129;68;12;49;2
1781;Kristinehamn;24 255;‑81;236;320;‑84;1 093;327;571;195;1 095;376;667;52;‑2;‑49;‑96;143;5
1762;Munkfors;3 740;‑49;33;52;‑19;237;127;80;30;269;159;97;13;‑32;‑32;‑17;17;2
1760;Storfors;4 014;‑41;34;38;‑4;312;129;146;37;349;130;215;4;‑37;‑1;‑69;33;0
1766;Sunne;13 306;45;144;132;12;647;303;215;129;622;352;224;46;25;‑49;‑9;83;8
1785;Säffle;15 455;‑188;133;191;‑58;647;197;323;127;777;262;464;51;‑130;‑65;‑141;76;0
1737;Torsby;11 616;‑103;108;179;‑71;455;167;172;116;493;275;171;47;‑38;‑108;1;69;6
1765;Årjäng;10 070;59;108;112;‑4;409;99;120;190;346;135;121;90;63;‑36;‑1;100;0
18;Örebro;304 805;2 553;3 331;2 841;490;10 962;.;8 606;2 356;8 993;.;8 199;794;1 969;.;407;1 562;94
1882;Askersund;11 377;64;120;125;‑5;598;314;218;66;527;279;223;25;71;35;‑5;41;‑2
1862;Degerfors;9 666;1;87;98;‑11;508;244;201;63;503;279;206;18;5;‑35;‑5;45;7
1861;Hallsberg;15 932;‑22;184;173;11;1 070;617;302;151;1 108;782;302;24;‑38;‑165;0;127;5
1863;Hällefors;7 013;30;77;101;‑24;539;88;381;70;488;147;309;32;51;‑59;72;38;3
1883;Karlskoga;30 381;‑38;285;364;‑79;1 406;501;742;163;1 371;560;760;51;35;‑59;‑18;112;6
1881;Kumla;21 738;98;222;187;35;1 335;957;279;99;1 283;862;372;49;52;95;‑93;50;11
